Carbohydrates,Protein,Fat,Preservatives,Artificial_Sweeteners,Sugar,Adulterated,Food_Name
39.05596299775675,7.078070938856312,50.84387746474353,1.1304766083217945,0.6048863303649828,1.2867256599566281,Not Adulterated,Ice Cream
9.713645708607823,1.8084864843526485,33.32985102800115,2.278106899096245,1.4565677044324332,51.41334217550969,Not Adulterated,Bread
18.55813558327021,39.181772144398444,27.3270547482062,0.5035761732513436,1.2002297181037425,13.229231632770077,Not Adulterated,Honey
29.62768431035786,4.043955947949822,13.732959326044075,4.903154613565721,1.9926537191419458,45.699592082940576,Not Adulterated,Milk
7.048015701838943,47.154041847385905,3.6014679645373313,12.21987656680364,3.9468390844286634,26.029758835005524,Adulterated,Cookies
17.086360057239204,28.348658796749664,4.999811265383125,25.433794520863007,22.982233043180393,1.1491423165846064,Adulterated,Ice Cream
10.89908062753131,44.521212679883625,2.8647303711953684,3.8177792706766365,0.43202552956012835,37.46517152115293,Not Adulterated,Juice
28.732741763125908,6.240873236549769,24.04849455698547,3.193680496678783,34.81171550996799,2.9724944366920694,Adulterated,Ice Cream
10.39945059401932,41.92717658736527,22.12740116991282,0.8592697919284847,0.12985961243480434,24.556842244339318,Not Adulterated,Tea
17.394501466645803,39.46062829787635,15.933095736663144,10.898824967723685,11.62920025529858,4.683749275792425,Adulterated,Coffee
4.043659417272308,71.70035619524269,15.155975644752168,3.581529547581082,1.0253295425878484,4.49314965256391,Not Adulterated,Soda
9.586358275412062,11.845762797651318,25.819072875817596,4.066867954919666,0.8062301823324004,47.875707913866954,Not Adulterated,Tea
14.345823644516633,21.191658670686277,8.178481351559933,1.5341834207042846,1.418575086957599,53.33127782557526,Not Adulterated,Ice Cream
2.9888147240759015,27.810972299993125,3.028558236032482,41.26236429585373,1.0654146661280421,23.843875777916715,Adulterated,Ice Cream
23.614191968955183,1.7134690832452841,15.724273964544228,49.044179418406806,0.22986153838169873,9.6740240264668,Adulterated,Yogurt
28.39151374894408,11.952648628371483,4.30906801618647,11.739237426946552,21.65263861129846,21.95489356825295,Adulterated,Cookies
33.865897515561066,24.48222679508676,34.734915909571676,4.1377918343932,0.04251983089035019,2.736648114496945,Not Adulterated,Tea
3.203107186760256,18.88250253353623,8.727451173947628,32.86316863483106,28.469666270516896,7.854104200407927,Adulterated,Soda
18.912722467433323,39.55456905841121,8.558588169220837,4.511638251631011,7.820331938280854,20.64215011502276,Adulterated,Butter
30.56156350810943,8.18004337616942,30.77671883238915,5.524572624140357,0.2950666955795281,24.6620349636121,Adulterated,Yogurt
16.239599188056346,11.136336233841734,27.053637996358436,1.4956092661345382,39.076379499812816,4.998437815796134,Adulterated,Bread
7.3706751673156194,33.57794082992046,5.131201538748158,39.87330324912682,10.543571757176695,3.5033074577122654,Adulterated,Honey
8.76046817861398,39.18532021457589,34.55715648171269,10.177410798970392,4.924804305059297,2.3948400210677665,Adulterated,Yogurt
3.359957173453397,26.7939873806124,38.17352395292966,2.2485279253727577,1.5895946650738457,27.83440890255795,Not Adulterated,Peanut Butter
17.13337185817177,64.08939676229373,3.3869852215419654,0.04298464472364231,1.7508215443201172,13.596439968948765,Not Adulterated,Cookies
6.746934561364302,11.511964897053343,33.56500635650615,0.45887183571789614,1.555216272453353,46.162006076904945,Not Adulterated,Cookies
17.932106039531067,13.959626846590215,5.476154868516937,2.2622190368197126,0.23235394239455348,60.13753926614751,Not Adulterated,Pasta Sauce
40.05513856301514,4.059415824681147,3.9170571562703267,34.93070488273435,3.622686461464739,13.414997111834301,Adulterated,Soda
4.274610606377184,15.413665619122801,44.06176196520036,2.077091367443082,1.398031758606752,32.77483868324983,Not Adulterated,Sauce
4.796963759518963,8.805230585120107,5.643784616922794,35.16015070577493,14.136079570140275,31.45779076252293,Adulterated,Granola Bars
45.3474733564416,4.088648271292826,19.039786168621287,14.581001749142153,14.219609537896488,2.7234809166056526,Adulterated,Honey
4.7395139582024,36.558330470176934,29.415927796196016,0.31811040358025705,1.5981223414230357,27.369995030421347,Not Adulterated,Cookies
23.215180410359963,37.60498586725148,25.873816607957583,2.2337842963892913,0.04119388744140911,11.031038930600262,Not Adulterated,Ice Cream
19.125166708781407,16.365368051342458,44.13493179914919,4.662499371673535,1.762089228460696,13.949944840592718,Not Adulterated,Salad Dressing
37.51190572003384,1.073752161620085,4.124026513464355,36.02750476456775,12.116517621364297,9.14629321894968,Adulterated,Granola Bars
11.706717711898591,28.626433981427052,54.28501860652839,0.43944749599693206,0.6437740500082605,4.298608154140781,Not Adulterated,Soda
80.4615504853546,4.443092289773621,5.309733905365617,1.0318692626546688,0.7815367052252328,7.972217351626266,Not Adulterated,Cheese
9.950304318912249,44.929790094767704,15.124804811072828,0.8017590296693322,0.37068414528799865,28.822657600289897,Not Adulterated,Salad Dressing
1.1375940152139794,21.53021474829054,14.790084834924647,9.117345133583665,21.493721398991024,31.931039868996148,Adulterated,Ice Cream
20.61613645203836,18.723481254338225,7.203743990906529,1.7424487017057504,1.8519983120615333,49.86219128894959,Not Adulterated,Cookies
8.834808001965861,14.695808339341129,8.028962460913718,46.07005933511357,4.727796989754306,17.642564872911414,Adulterated,Honey
24.26774969716009,15.92604787444035,11.541559679265513,10.578604995721724,25.171742661088082,12.514295092324238,Adulterated,Bread
53.28916600352319,13.355190780595677,3.7042010014100875,9.869438567257784,14.724310322500667,5.05769332471259,Adulterated,Coffee
6.384969828095967,1.851372504657009,31.671413613813097,45.5180798743453,7.489481310416463,7.084682868672165,Adulterated,Cereal
51.877993045168814,5.239175749347356,1.503529951208476,0.5354964224853601,1.5780313990448391,39.265773432745156,Not Adulterated,Jam
2.245105323487815,25.734625499074525,13.664888808175672,23.955529122608286,22.953036052530834,11.446815194122866,Adulterated,Cereal
23.92935299927302,32.64170829779936,17.636007720489445,1.5493562543713453,1.0422662245028405,23.201308503563986,Not Adulterated,Peanut Butter
7.075844169466533,69.21740654593826,14.962126708184615,4.352727088840782,1.7254218767762812,2.6664736107935445,Not Adulterated,Butter
12.593683954626384,37.91251233236031,34.88018908459571,5.798440633017229,4.919236567857223,3.8959374275431493,Adulterated,Ice Cream
15.284789627475991,5.475942280167177,11.524145849382974,24.09756210269531,10.00145318078825,33.616106959490295,Adulterated,Honey
1.493311755589203,3.8153403869639826,57.82506562168884,1.7451252569052154,0.5025624657683285,34.618594513084425,Not Adulterated,Tea
8.707955122547318,23.020611064749232,30.664472844807563,3.062745491267927,1.532358978945957,33.011856497682004,Not Adulterated,Jam
4.4255220812016365,9.769122828211515,2.4303637624819614,45.49360266645316,6.300220315309003,31.581168346342725,Adulterated,Sauce
17.737453993248025,28.13621577471804,4.845981018558179,26.612652851473506,21.831627675578048,0.8360686864242086,Adulterated,Milk
8.870698765929989,1.7710680854330758,3.6388113261333634,74.03604028209607,10.269106472374617,1.4142750680328802,Adulterated,Bread
44.33330677672065,22.568930755910355,0.5817769162064121,0.96455496885573,0.5683947270373229,30.98303585526955,Not Adulterated,Juice
18.630317788644852,25.981822725929305,7.446401921091581,6.651793730568394,32.23862430948897,9.051039524276913,Adulterated,Honey
23.3293010225974,3.040718668293418,14.880276620679522,31.082840947589887,3.753438760219269,23.913423980620514,Adulterated,Yogurt
32.31965034138091,8.47109645533221,10.182959518859747,2.3851135718002636,30.081224265035335,16.559955847591525,Adulterated,Tea
19.484130797702072,33.778120133048176,3.7212100860529382,22.493069057636138,6.707617192099309,13.815852733461377,Adulterated,Chips
6.582781099521146,48.34608005223405,26.071693058045508,0.550736656469359,6.807329062021659,11.64138007170828,Adulterated,Milk
3.2707718559674754,30.950765967559462,3.385245377420213,13.059954178475838,14.139692520968486,35.19357009960852,Adulterated,Juice
5.235124963490089,1.8527816325030526,6.185165276204104,2.8011189293260337,0.49224040424792753,83.43356879422879,Not Adulterated,Granola Bars
13.32206175533873,0.4731574600947274,35.38918040896612,7.54027416087161,30.786714281953557,12.488611932775251,Adulterated,Ice Cream
49.43568799681608,20.531097641794656,4.417973506413637,0.7131651847470335,1.4127429773314852,23.489332692897115,Not Adulterated,Jam
56.15651294818693,7.763551566085726,8.639112633932568,14.349103212014203,6.427273712759739,6.664445927020833,Adulterated,Juice
15.491940368479689,17.148736374170024,6.465074499028511,14.187919941045502,26.85035082624221,19.855977991034067,Adulterated,Soda
13.667327735267182,4.033848891201718,7.691771278707102,4.406474194166048,40.40479763758864,29.7957802630693,Adulterated,Cereal
26.469377662407258,24.7647075787686,22.95254433488783,1.9057580094727866,1.819319884182085,22.08829253028145,Not Adulterated,Coffee
21.011045675333353,9.823874271411526,18.04795182499105,4.604322547610227,0.3779031620883624,46.13490251856548,Not Adulterated,Honey
35.4345522826699,4.709221661847594,13.517308880431642,3.613573212257766,1.8160543363606383,40.90928962643246,Not Adulterated,Milk
13.062316314834138,15.039861910637145,11.397669328723993,1.2682122584804933,0.9599558805550541,58.27198430676916,Not Adulterated,Jam
13.723108003234733,26.583898224271778,16.499244726933192,20.17838433246731,14.30874155921051,8.706623153882479,Adulterated,Yogurt
42.247862824927765,20.343730882591032,15.462692250447002,0.7964369362576811,1.4609045710438444,19.68837253473269,Not Adulterated,Tea
1.9082964694018694,27.763383775165106,20.155092808400745,3.4679556938442007,21.168455634951627,25.536815618236453,Adulterated,Cereal
39.117523388646966,6.3012223428925385,33.92782292090356,2.4867613914939533,1.3134283801747482,16.85324157588825,Not Adulterated,Juice
37.90101912823661,11.701591342035766,5.989926228886714,2.5696954145425033,1.2597213381437045,40.57804654815471,Not Adulterated,Peanut Butter
22.757491778988708,38.978965483260254,5.067051349489468,3.170448749933938,1.4731458582510606,28.55289678007658,Not Adulterated,Cereal
11.938857545811981,50.60865280054839,8.282541877177595,2.2146449029932915,0.9016355972564694,26.053667276212277,Not Adulterated,Cereal
0.508166607486108,5.70717085727072,78.76364345619118,1.7236466831051382,0.933660824505933,12.363711571440914,Not Adulterated,Butter
19.608839129344883,56.302702269159475,14.442053759373167,3.4936021727302897,0.06951946164212679,6.083283207750052,Not Adulterated,Milk
13.898807391478659,19.360450096221292,53.52398635964784,0.47518384596769053,1.4677421801907082,11.273830126493808,Not Adulterated,Soda
12.172528866543251,0.005202943657684593,4.624276749911216,0.8143374727657403,0.4571284404038256,81.92652552671828,Not Adulterated,Honey
3.5200484776094076,21.713900357359694,34.6206736504133,17.975252962684944,3.427513319985586,18.742611231947066,Adulterated,Cheese
31.116605210917587,5.745444173173488,23.353513171118582,13.709160511568468,25.54682597570598,0.5284509575158732,Adulterated,Ice Cream
6.379758142131221,12.33965973289076,18.914375633794226,1.3369239724220823,54.07102983220214,6.958252686559573,Adulterated,Peanut Butter
7.8761117911752345,17.43228651588212,9.040835154837518,0.1390461319144353,0.07222028673633966,65.43950011945437,Not Adulterated,Yogurt
7.827342811407356,17.0977376211766,34.287885488146586,14.61474112237829,14.093576797635219,12.078716159255954,Adulterated,Cheese
54.754747244464916,0.5180886314173535,18.565123830615068,1.3462185719699002,1.598984761865419,23.21683695966734,Not Adulterated,Milk
16.33093303372018,1.7940027590301055,60.54598501018735,3.345012297137916,0.579643562921784,17.404423337002672,Not Adulterated,Milk
16.581593133248134,17.866359415134294,22.004625771576457,4.299190771942808,1.4018371665656302,37.84639374153267,Not Adulterated,Cookies
10.329558092942422,39.945215241193296,29.879934149972588,14.219685928623038,1.6718310227080344,3.9537755645606105,Adulterated,Chips
5.286346613074888,40.25716043992052,42.947933578860095,4.8325631261601005,1.3227573489411,5.353238893043306,Not Adulterated,Cheese
16.91533660230186,42.64199204459601,0.773878512671758,1.6120461793577001,1.9134174850558492,36.14332917601682,Not Adulterated,Yogurt
3.489775866423159,25.63889168467722,1.7279790225573683,8.804277283548437,46.67062861587682,13.668447526916985,Adulterated,Sauce
9.874851232397765,53.30087519026936,22.464859872268356,3.983726831735636,1.615425152106162,8.760261721222728,Not Adulterated,Juice
8.816967920536388,18.76114187731294,46.66401265093866,0.3572093144369603,0.19159351166547497,25.20907472510957,Not Adulterated,Cheese
36.1256979661917,19.458042342989174,23.022985710286484,1.1003496979757934,1.6422675782223402,18.65065670433452,Not Adulterated,Granola Bars
29.109008477854736,21.980719852042338,7.3001208120085685,19.679069869828105,10.186529497878569,11.74455149038768,Adulterated,Cheese
5.904421618891794,13.175649051929547,1.0984899360348335,48.70681859050941,13.593090995294613,17.521529807339796,Adulterated,Cheese
18.067502140514947,30.090923785456496,2.4123264086832563,1.174352232200132,0.17892784893326347,48.07596758421192,Not Adulterated,Tea
11.240399998809291,22.553936147855527,2.6735781704212074,10.955329945147382,29.315889275019625,23.260866462746975,Adulterated,Honey
11.14043796918552,70.04316939127595,2.303847160699866,1.4835101820717673,1.1739070220307113,13.855128274736167,Not Adulterated,Honey
25.762833969784943,43.30072260102285,24.708918419735063,1.6788804720251511,0.3677065419753056,4.180937995456676,Not Adulterated,Salad Dressing
20.259702429086396,0.7113033510848102,13.305264582752319,45.14508517445612,6.070456059569399,14.508188403050939,Adulterated,Coffee
33.921563105446964,22.371857290478463,16.088765864316017,3.616565390842185,0.5580348804309758,23.44321346848539,Not Adulterated,Butter
8.503013063086195,3.3120181513055504,14.458500012945658,28.85775679721047,2.5572880090808967,42.31142396637124,Adulterated,Coffee
31.56960566466432,37.6017552657204,3.4590473816419576,1.855846766557217,0.5061412414473029,25.0076036799688,Not Adulterated,Granola Bars
25.093412988919685,31.095019076816,20.197054147415525,10.033988253578823,8.989872313082534,4.590653220187433,Adulterated,Honey
4.66069376221269,26.230421907497586,22.861127829078733,18.744765194474937,22.987232246800488,4.515759059935574,Adulterated,Tea
6.3639846634082495,18.09171626669441,4.118112241473656,4.856158929487566,0.9589810479340041,65.61104685100211,Not Adulterated,Honey
41.94346834009315,17.107432927551468,20.063063219736552,3.494141335885782,1.7811884418724833,15.61070573486058,Not Adulterated,Bread
48.63396493964997,9.320270717772997,13.362607177742996,6.117738589773829,7.975949248549065,14.58946932651114,Adulterated,Cookies
21.37031719565862,1.3969105419488426,5.218034142733537,9.99938774587431,7.843347768532602,54.172002605252075,Adulterated,Yogurt
32.43895289584892,13.46735807974398,35.550106315722275,10.318100836176779,1.8309912826882386,6.394490589819809,Adulterated,Milk
77.77316390114264,0.9771420532056964,10.226382754635942,3.682264318275568,0.802014188129672,6.539032784610477,Not Adulterated,Salad Dressing
5.312960614455498,46.4948127642327,9.554627196775414,2.036711300542612,10.142911442347668,26.4579766816461,Adulterated,Soda
12.035304161399393,4.902200594067265,29.783200959342437,10.469887486584815,15.29142355453268,27.517983244073406,Adulterated,Peanut Butter
9.991481239506731,63.96867355362772,6.2325505113159165,2.262159987271293,1.6271513477318744,15.917983360546456,Not Adulterated,Soda
15.754425495352823,23.029019032502802,6.70270486235477,27.58920269497217,15.82728926065475,11.097358654162676,Adulterated,Jam
21.486230758345222,6.322693068481029,4.8984425603890225,1.6634616430214355,50.55539692089085,15.073775048872443,Adulterated,Milk
10.052656840288728,15.176931688615806,12.09928481941372,5.437753085034178,54.78363200922484,2.449741557422717,Adulterated,Chips
22.27473366894445,50.847018284264465,5.961115635812182,0.5564649125914821,0.5191013143354002,19.84156618405203,Not Adulterated,Chips
10.835233783609521,21.419434647433892,34.79016903592522,7.845401806871938,24.33675775630126,0.7730029698581845,Adulterated,Sauce
52.5747256179265,5.4021123707824446,14.824731208006822,2.4308573909050253,2.0147369633359324,22.752836449043272,Adulterated,Cookies
31.15098294111331,27.306834498547516,32.77037929663129,3.1495962158990434,1.5830175656013392,4.039189482207511,Not Adulterated,Yogurt
39.061396483069,12.941795456696864,5.139694005772462,2.0443048243870576,19.606527140670806,21.20628208940381,Adulterated,Bread
2.704327197165794,62.36592178334618,24.251098387252874,2.03541327752025,0.291881539842407,8.351357814872488,Not Adulterated,Bread
4.657272571545324,46.195590708219854,32.63996561997965,2.9462700554899786,1.6497021283448579,11.911198916420336,Not Adulterated,Salad Dressing
23.355759138939817,40.51701659214504,22.687187194798693,1.9585204422540037,1.7107219232996578,9.770794708562786,Not Adulterated,Granola Bars
12.445689682218738,39.07659376101187,30.306594850771884,2.2052749768811273,1.5788058766709345,14.387040852445447,Not Adulterated,Juice
31.671382764815963,3.885856239318044,9.264149935112451,11.142308223520988,19.63480731565159,24.401495521580973,Adulterated,Sauce
49.861878200306855,17.6994714566019,7.903330514062273,0.8613620282462117,1.620103954049009,22.053853846733755,Not Adulterated,Tea
49.448132195532956,13.17757064129359,5.70287848530993,3.6408530721960144,0.9186374651848348,27.111928140482668,Not Adulterated,Cookies
7.148527094309213,28.534504408423516,13.488860316962759,13.7132580358309,2.1990177358330096,34.915832408640604,Adulterated,Jam
33.66222886208754,13.464794941157463,3.5907153765847113,1.4400411351540163,1.5404784117635517,46.301741273252716,Not Adulterated,Sauce
10.082600177506828,3.167412185610334,0.7952820386601063,4.907935385923548,1.4842344563874283,79.56253575591174,Not Adulterated,Bread
18.14750887163881,2.2237053221984335,76.38313356185995,0.8355212139422191,1.163220367351648,1.246910663008956,Not Adulterated,Salad Dressing
2.8305192985722822,13.828446466054734,16.907456579657516,0.04155000364314792,1.1546102666589357,65.2374173854134,Not Adulterated,Butter
13.386041077175204,5.408940208159648,45.92886718887147,9.795637238527043,9.212651971634775,16.267862315631852,Adulterated,Tea
47.217110256566464,17.963481387893836,23.492053808178532,0.071833582964287,1.4950874250468027,9.760433539350071,Not Adulterated,Granola Bars
16.305913005611586,11.313083202327242,0.49491863257144175,20.93895374436501,9.337246838491607,41.609884576633114,Adulterated,Jam
4.391605324307051,45.04306058799579,19.463034674981746,2.1344413802924898,1.4491993946455253,27.518658637777406,Not Adulterated,Pasta Sauce
17.06564189716572,20.866811270935123,28.22975021224554,17.96405408544123,8.176792383666612,7.696950150545781,Adulterated,Cookies
5.018306727427356,65.97450359152083,0.3864207690253548,3.4082605060320037,0.8878670185777336,24.324641387416715,Not Adulterated,Peanut Butter
24.041270832109344,42.64149549236292,19.950745739584526,0.35160653381369894,0.26217011900168097,12.752711283127827,Not Adulterated,Coffee
8.546190618512808,66.42262976023812,18.580717559863867,4.276266184310326,1.0494539728125576,1.1247419042623215,Not Adulterated,Jam
9.721224805488104,40.33721816317721,28.05025737940524,1.057188548547699,10.480301559287238,10.353809544094503,Adulterated,Chips
17.650573146504033,19.223110617665007,9.822755416883089,1.0377530354918492,39.78404025741858,12.481767526037437,Adulterated,Soda
45.51965727872545,18.172001770963618,17.510094095898832,2.151048670496889,1.122782634313414,15.524415549601796,Not Adulterated,Milk
9.807581002166474,11.639249273386572,4.2857641875345,36.87947397943511,29.84983315754885,7.538098399928485,Adulterated,Cookies
4.749569590188016,13.005810311995045,46.059883918030046,2.2234143310266195,1.3167814425563695,32.64454040620391,Not Adulterated,Salad Dressing
0.43171435003150005,3.484904276350667,49.46679951111717,20.251640542420795,18.401352490626714,7.963588829453154,Adulterated,Cheese
3.08192669065462,0.38170445753334264,15.586824282722967,2.7696087515981778,1.6600285376406632,76.51990727985024,Not Adulterated,Juice
18.063912568483413,10.119266173909299,54.941341859143655,2.03809347658948,0.8227485616847231,14.014637360189433,Not Adulterated,Sauce
46.214691025013444,2.466352335428792,13.77808617747596,1.8928975356277948,0.4785024477231144,35.169470478730894,Not Adulterated,Cereal
46.25255624964515,5.613269290348106,4.430655001349301,18.62564187007365,5.249347334352911,19.828530254230873,Adulterated,Cheese
26.371874296403725,14.065051143216778,7.375956874503011,21.189721370054944,4.52090858946249,26.476487726359053,Adulterated,Coffee
0.42245062509028,47.51657627963352,47.614007778735726,0.2757903858533652,0.6963853539843914,3.474789576702744,Not Adulterated,Cheese
19.64244047946225,14.556060207825697,8.208179717163384,14.54163425249905,0.22669930031370789,42.824986042735915,Adulterated,Cookies
12.103848410655814,6.442085975587205,9.20291785470305,6.100506806050365,2.73300930171629,63.41763165128727,Adulterated,Yogurt
15.47847769446404,2.9570238335364243,2.241198437835293,51.33837642406285,25.483873463031763,2.501050147069625,Adulterated,Butter
2.9198901886384347,31.285974770864406,19.221682407456836,2.1527576732094706,1.6210846929744553,42.7986102668564,Not Adulterated,Bread
21.97551667118386,12.881216675288199,41.42713083070085,4.774800516786616,1.791009105069484,17.150326200971,Not Adulterated,Juice
24.22320477793118,12.61556071931289,21.654258512857485,9.321686727374692,6.461941257877861,25.723348004645874,Adulterated,Soda
11.400611673057929,17.155568277390348,12.93720923020838,0.046940914888074885,33.207725078839886,25.251944825615368,Adulterated,Ice Cream
62.54525865008185,7.125273436080359,0.4029308090210367,3.169605991790763,1.4017983563256526,25.355132756700332,Not Adulterated,Cereal
47.65610552911502,19.445923164536268,2.565488504902219,4.663297570493234,1.2982461488289152,24.370939082124345,Not Adulterated,Chips
1.7739028588102908,11.968766067617684,40.69823837177896,14.034490528910803,5.97585967975461,25.548742493127648,Adulterated,Sauce
76.43022861856056,15.438792457366295,4.335567467784915,1.6778062843935595,0.6438335323323714,1.4737716395622817,Not Adulterated,Cheese
48.1451274552751,12.728416976926503,4.040077570032976,8.813499692578384,9.51072622397154,16.762152081215504,Adulterated,Tea
7.734624220780691,10.775237525044695,10.144616235132425,16.578315055556693,26.528633187340873,28.23857377614462,Adulterated,Butter
32.0143824165519,39.509562401497625,7.131208752777413,0.436302761646622,0.9986714865073175,19.90987218101912,Not Adulterated,Honey
48.97021871526751,12.282189312123968,3.1285568202491656,1.1842037277502688,20.68164270835708,13.753188716252021,Adulterated,Salad Dressing
45.73396825427185,3.364653793895325,32.27184970256927,4.182441678295507,0.530953004192446,13.916133566775606,Not Adulterated,Salad Dressing
44.08378160234393,2.653089763546232,6.934138484935209,5.309732106984188,19.084667722790265,21.934590319400165,Adulterated,Pasta Sauce
66.09696094913087,4.571930457777622,22.81562173649979,4.404606520712656,0.1109936821528679,1.9998866537261546,Not Adulterated,Milk
18.26240657570082,13.890950292355333,5.614912579411689,5.506278050925148,0.34511397293186297,56.380338528675146,Adulterated,Jam
10.964090319378409,5.38417107852319,25.111818189647483,6.116705006924042,3.463333663065171,48.95988174246171,Adulterated,Sauce
56.73720993973945,1.9774124281685739,0.8007453538414845,4.282085902996189,0.25632829343775143,35.94621808181656,Not Adulterated,Cookies
18.228463028965688,18.992674688558637,40.88662218867282,4.922281626687156,11.977475013682803,4.9924834534329,Adulterated,Milk
35.4446222522168,29.23643203353339,17.778630658646602,4.684398311992965,1.274345939458962,11.581570804151289,Not Adulterated,Ice Cream
63.31027716822154,0.30832544234242787,27.054054859935995,1.632402601905591,1.3389600494008498,6.355979878193595,Not Adulterated,Cereal
0.37864697107932377,4.364767651540765,9.5200439568792,2.568785576240899,1.3754949494494695,81.79226089481033,Not Adulterated,Sauce
57.010628983630816,29.455548876854294,3.453593046287664,3.2200195437503307,1.6265971913227781,5.233612358154115,Not Adulterated,Cookies
1.4343565603222188,2.293322344495167,44.7628560553054,1.1473289982921477,1.9181477956408177,48.44398824594426,Not Adulterated,Ice Cream
5.776859578911353,9.954108843024931,17.285539925318105,2.517802049094642,22.08162336204926,42.38406624160171,Adulterated,Butter
8.836089855370215,20.237304792616705,34.466999896638335,0.7745453958575276,2.8143047271704353,32.87075533234678,Adulterated,Tea
22.460353258107734,25.570556215263995,35.09774215692671,4.139554784374436,1.491703063686683,11.24009052164047,Not Adulterated,Coffee
38.07632391696999,5.189410373137113,8.41161424339807,17.83284219400026,18.12064186816822,12.369167404326332,Adulterated,Peanut Butter
44.178881255282526,22.352614750329284,7.222761939965254,0.38675497893449456,0.5633113145658211,25.29567576092261,Not Adulterated,Honey
46.32307446307088,29.836662711959388,4.672928663558792,0.7415110140390315,0.20497078043375658,18.220852366938164,Not Adulterated,Chips
10.798810254285769,16.153764957643663,9.001848417718401,48.64927981317686,14.83308733520317,0.5632092219721346,Adulterated,Peanut Butter
26.248252398503922,7.8995974251151155,29.498461409075194,0.5858669800687739,0.07936697875710734,35.68845480847989,Not Adulterated,Chips
3.8217211810895373,9.885528017579498,1.2452129290226681,26.824182393702607,52.900388174041794,5.322967304563901,Adulterated,Bread
12.985415585342775,29.782299608400965,2.4681395272984723,10.9096453351817,11.810280790275447,32.04421915350063,Adulterated,Ice Cream
30.392322010072338,12.365550535488707,15.353970836564773,4.375221369884252,0.2946145959742871,37.21832065201565,Not Adulterated,Cookies
